X,Y,Mag
4883375.88,652749.13,55088.2775
4883375.89,652749.22,55089.475
4883375.92,652749.32,55090.5925
4883375.94,652749.4,55091.607
4883375.97,652749.5,55092.5067
4883375.98,652749.59,55093.3383
4883375.99,652749.68,55094.1676
4883376.02,652749.78,55094.9854
4883376.03,652749.87,55095.6807
4883376.06,652749.98,55096.2784
4883376.07,652750.08,55096.921
4883376.08,652750.18,55097.4741
4883376.1,652750.28,55097.8358
4883376.11,652750.38,55098.2584
4883376.12,652750.49,55098.7927
4883376.15,652750.58,55099.1955
4883376.16,652750.7,55099.435
4883376.18,652750.8,55099.6702
4883376.19,652750.9,55099.9492
4883376.2,652751,55100.1714
4883376.22,652751.1,55100.2632
4883376.22,652751.2,55100.2873
4883376.23,652751.3,55100.346
4883376.23,652751.4,55100.4849
4883376.25,652751.5,55100.6646
4883376.25,652751.61,55100.7907
4883376.26,652751.7,55100.8423
4883376.27,652751.8,55100.8886
4883376.28,652751.89,55100.9409
4883376.29,652751.98,55100.9215
4883376.31,652752.07,55100.8459
4883376.31,652752.16,55100.8602
4883376.32,652752.25,55100.9775
4883376.33,652752.34,55101.0483
4883376.35,652752.43,55101.0509
4883376.36,652752.52,55101.0809
4883376.37,652752.61,55101.1094
4883376.39,652752.7,55101.0462
4883376.4,652752.8,55100.9197
4883376.4,652752.89,55100.8248
4883376.42,652752.98,55100.8255
4883376.43,652753.07,55100.8691
4883376.44,652753.17,55100.8288
4883376.46,652753.26,55100.7459
4883376.47,652753.36,55100.7515
4883376.48,652753.46,55100.7884
4883376.5,652753.56,55100.7453
4883376.51,652753.66,55100.6598
4883376.53,652753.76,55100.5757
4883376.56,652753.86,55100.4631
4883376.57,652753.96,55100.3839
4883376.6,652754.07,55100.4501
4883376.62,652754.17,55100.6065
4883376.65,652754.27,55100.6908
4883376.67,652754.37,55100.647
4883376.69,652754.48,55100.5613
4883376.71,652754.58,55100.5191
4883376.73,652754.69,55100.4743
4883376.75,652754.79,55100.3481
4883376.76,652754.89,55100.2105
4883376.78,652754.99,55100.1861
4883376.8,652755.1,55100.2402
4883376.81,652755.19,55100.2753
4883376.84,652755.29,55100.279
4883376.85,652755.38,55100.2147
4883376.87,652755.48,55100.0749
4883376.9,652755.57,55099.9938
4883376.92,652755.67,55099.9829
4883376.95,652755.76,55099.8699
4883376.98,652755.87,55099.6926
4883377.02,652755.98,55099.6548
4883377.04,652756.08,55099.6816
4883377.08,652756.19,55099.573
4883377.11,652756.29,55099.3992
4883377.14,652756.39,55099.2688
4883377.16,652756.5,55099.0773
4883377.19,652756.6,55098.7895
4883377.21,652756.7,55098.5759
4883377.24,652756.81,55098.4746
4883377.26,652756.91,55098.3031
4883377.28,652757.01,55098.0636
4883377.29,652757.11,55097.8988
4883377.31,652757.21,55097.6819
4883377.33,652757.32,55097.2768
4883377.34,652757.41,55096.833
4883377.35,652757.51,55096.4564
4883377.37,652757.61,55096.1162
4883377.38,652757.71,55095.8448
4883377.41,652757.81,55095.6675
4883377.42,652757.91,55095.5562
4883377.44,652758,55095.499
4883377.46,652758.09,55095.4514
4883377.48,652758.19,55095.3878
4883377.5,652758.28,55095.389
4883377.52,652758.37,55095.4793
4883377.54,652758.46,55095.5434
4883377.56,652758.55,55095.5899
4883377.57,652758.64,55095.7458
4883377.58,652758.73,55095.9264
4883377.6,652758.83,55096.0248
4883377.6,652758.91,55096.1899
4883377.61,652759,55096.4973
4883377.62,652759.1,55096.8396
4883377.64,652759.19,55097.1694
4883377.64,652759.29,55097.4304
4883377.65,652759.39,55097.5412
4883377.67,652759.47,55097.5989
4883377.68,652759.58,55097.781
4883377.7,652759.67,55098.0723
4883377.72,652759.76,55098.306
4883377.74,652759.86,55098.4235
4883377.77,652759.95,55098.5255
4883377.79,652760.04,55098.7007
4883377.8,652760.13,55098.9245
4883377.83,652760.24,55099.0963
4883377.84,652760.33,55099.143
4883377.85,652760.42,55099.1184
4883377.88,652760.53,55099.1192
4883377.89,652760.62,55099.1786
4883377.91,652760.72,55099.3256
4883377.92,652760.82,55099.5247
4883377.93,652760.92,55099.6202
4883377.95,652761.02,55099.5669
4883377.97,652761.12,55099.4824
4883377.97,652761.22,55099.4424
4883377.99,652761.32,55099.4968
4883378,652761.42,55099.6531
4883378.01,652761.52,55099.7688
4883378.03,652761.62,55099.7538
4883378.04,652761.72,55099.7031
4883378.05,652761.82,55099.7304
4883378.07,652761.92,55099.8428
4883378.08,652762.03,55099.9199
4883378.09,652762.12,55099.8642
4883378.11,652762.23,55099.7759
4883378.12,652762.33,55099.7954
4883378.15,652762.44,55099.8771
4883378.16,652762.55,55099.9104
4883378.17,652762.66,55099.9193
4883378.19,652762.77,55099.9344
4883378.2,652762.89,55099.8966
4883378.23,652763,55099.8209
4883378.23,652763.12,55099.7479
4883378.25,652763.23,55099.6892
4883378.27,652763.34,55099.709
4883378.28,652763.46,55099.7341
4883378.31,652763.57,55099.6335
4883378.33,652763.68,55099.5114
4883378.34,652763.79,55099.4835
4883378.37,652763.89,55099.5018
4883378.38,652764.01,55099.4731
4883378.41,652764.11,55099.3416
4883378.43,652764.21,55099.2049
4883378.47,652764.32,55099.174
4883378.49,652764.41,55099.1748
4883378.52,652764.52,55099.1362
4883378.55,652764.61,55099.0702
4883378.58,652764.7,55098.9588
4883378.6,652764.79,55098.8675
4883378.64,652764.88,55098.8929
4883378.66,652764.98,55098.8877
4883378.7,652765.06,55098.7332
4883378.72,652765.16,55098.61
4883378.74,652765.26,55098.5812
4883378.76,652765.34,55098.5285
4883378.77,652765.44,55098.4468
4883378.78,652765.53,55098.3331
4883378.79,652765.62,55098.1733
4883378.8,652765.72,55098.0326
4883378.81,652765.81,55097.9405
4883378.83,652765.91,55097.8916
4883378.84,652766.01,55097.8667
4883378.86,652766.11,55097.8163
4883378.89,652766.21,55097.7306
4883378.91,652766.32,55097.6179
4883378.95,652766.42,55097.4933
4883378.97,652766.52,55097.3748
4883379.01,652766.61,55097.2077
4883379.03,652766.71,55096.9805
4883379.07,652766.81,55096.8147
4883379.09,652766.91,55096.7609
4883379.12,652767.01,55096.6654
4883379.15,652767.1,55096.3418
4883379.18,652767.2,55095.8673
4883379.2,652767.3,55095.5219
4883379.23,652767.4,55095.3997
4883379.25,652767.5,55095.423
4883379.28,652767.6,55095.5004
4883379.3,652767.7,55095.4226
4883379.31,652767.81,55095.074
4883379.34,652767.91,55094.6117
4883379.35,652768.01,55094.2074
4883379.38,652768.12,55093.9654
4883379.39,652768.23,55093.9544
4883379.4,652768.33,55094.1133
4883379.43,652768.44,55094.2991
4883379.45,652768.53,55094.43
4883379.47,652768.63,55094.5184
4883379.49,652768.73,55094.612
4883379.51,652768.83,55094.7552
4883379.53,652768.92,55094.9406
4883379.54,652769.03,55095.1164
4883379.57,652769.12,55095.3036
4883379.59,652769.22,55095.5613
4883379.62,652769.32,55095.8747
4883379.63,652769.42,55096.1534
4883379.64,652769.52,55096.2777
4883379.66,652769.62,55096.2634
4883379.67,652769.72,55096.2676
4883379.67,652769.82,55096.3485
4883379.69,652769.93,55096.4664
4883379.69,652770.03,55096.5916
4883379.7,652770.14,55096.7139
4883379.72,652770.23,55096.8775
4883379.72,652770.34,55097.0594
4883379.73,652770.45,55097.1116
4883379.75,652770.54,55097.0276
4883379.76,652770.65,55097.0178
4883379.76,652770.74,55097.175
4883379.77,652770.85,55097.3416
4883379.79,652770.94,55097.3877
4883379.8,652771.04,55097.3364
4883379.81,652771.13,55097.2578
4883379.83,652771.23,55097.2201
4883379.84,652771.33,55097.2429
4883379.85,652771.43,55097.2911
4883379.88,652771.52,55097.3368
4883379.89,652771.62,55097.3692
4883379.91,652771.72,55097.4141
4883379.93,652771.81,55097.5061
4883379.94,652771.91,55097.5704
4883379.96,652772,55097.5204
4883379.97,652772.1,55097.4184
4883379.98,652772.2,55097.3389
4883380.01,652772.31,55097.3035
4883380.02,652772.41,55097.3687
4883380.04,652772.51,55097.5218
4883380.05,652772.61,55097.625
4883380.06,652772.71,55097.5996
4883380.08,652772.81,55097.5466
4883380.1,652772.91,55097.5739
4883380.11,652773.01,55097.6101
4883380.14,652773.11,55097.5884
4883380.15,652773.21,55097.5494
4883379.13,652773.38,55097.563
4883379.12,652773.28,55097.7221
4883379.11,652773.18,55097.8348
4883379.09,652773.07,55097.8238
4883379.09,652772.96,55097.8353
4883379.08,652772.85,55097.8513
4883379.06,652772.73,55097.7369
4883379.05,652772.62,55097.6024
4883379.02,652772.51,55097.6179
4883379.01,652772.39,55097.6714
4883378.99,652772.28,55097.6325
4883378.97,652772.17,55097.589
4883378.95,652772.05,55097.6425
4883378.93,652771.94,55097.7535
4883378.91,652771.83,55097.76
4883378.89,652771.72,55097.6022
4883378.87,652771.6,55097.4883
4883378.86,652771.5,55097.5866
4883378.83,652771.4,55097.7536
4883378.81,652771.29,55097.7999
4883378.79,652771.19,55097.7666
4883378.77,652771.09,55097.7259
4883378.74,652770.98,55097.6123
4883378.72,652770.88,55097.4585
4883378.69,652770.78,55097.4334
4883378.68,652770.67,55097.539
4883378.66,652770.58,55097.6142
4883378.63,652770.47,55097.6184
4883378.62,652770.37,55097.6102
4883378.61,652770.26,55097.5355
4883378.58,652770.15,55097.3692
4883378.57,652770.05,55097.2987
4883378.55,652769.94,55097.4127
4883378.54,652769.83,55097.5174
4883378.54,652769.72,55097.545
4883378.53,652769.61,55097.6528
4883378.53,652769.5,55097.8286
4883378.53,652769.39,55097.9451
4883378.53,652769.27,55098.0092
4883378.52,652769.15,55098.0212
4883378.52,652769.04,55097.9983
4883378.51,652768.94,55098.0792
4883378.49,652768.83,55098.2502
4883378.48,652768.72,55098.3478
4883378.46,652768.62,55098.3345
4883378.43,652768.52,55098.242
4883378.41,652768.43,55098.1076
4883378.38,652768.33,55097.9995
4883378.37,652768.24,55097.9378
4883378.35,652768.16,55097.8863
4883378.32,652768.07,55097.7934
4883378.31,652767.98,55097.6481
4883378.28,652767.89,55097.5009
4883378.27,652767.81,55097.3801
4883378.26,652767.72,55097.2764
4883378.23,652767.63,55097.2107
4883378.22,652767.54,55097.2322
4883378.21,652767.45,55097.3247
4883378.19,652767.36,55097.4115
4883378.17,652767.26,55097.4783
4883378.16,652767.17,55097.514
4883378.13,652767.08,55097.489
4883378.11,652766.98,55097.4813
4883378.11,652766.98,55097.5597
4883378.09,652766.88,55097.6861
4883378.04,652766.69,55097.8353
4883378.02,652766.59,55098.0066
4883378,652766.49,55098.1493
4883377.96,652766.39,55098.2074
4883377.94,652766.29,55098.2396
4883377.91,652766.19,55098.3067
4883377.87,652766.08,55098.3281
4883377.85,652765.97,55098.3047
4883377.81,652765.87,55098.3823
4883377.78,652765.77,55098.5517
4883377.74,652765.67,55098.6681
4883377.71,652765.57,55098.7265
4883377.67,652765.47,55098.8093
4883377.65,652765.38,55098.9209
4883377.62,652765.29,55099.0354
4883377.6,652765.2,55099.157
4883377.57,652765.11,55099.2804
4883377.56,652765.02,55099.3796
4883377.54,652764.93,55099.4396
4883377.52,652764.84,55099.4484
4883377.51,652764.76,55099.426
4883377.49,652764.67,55099.4412
4883377.47,652764.58,55099.5179
4883377.46,652764.48,55099.6399
4883377.45,652764.39,55099.7645
4883377.42,652764.29,55099.7588
4883377.41,652764.2,55099.5974
4883377.38,652764.11,55099.5152
4883377.36,652764.01,55099.6754
4883377.34,652763.91,55099.8931
4883377.31,652763.81,55099.9038
4883377.28,652763.71,55099.7657
4883377.25,652763.61,55099.7438
4883377.23,652763.5,55099.8665
4883377.2,652763.4,55099.9642
4883377.18,652763.3,55100.0071
4883377.15,652763.21,55100.0344
4883377.12,652763.11,55100.0234
4883377.09,652763.03,55099.987
4883377.08,652762.94,55099.9758
4883377.06,652762.85,55100.0168
4883377.03,652762.76,55100.0938
4883377.01,652762.67,55100.1406
4883376.98,652762.57,55100.1034
4883376.95,652762.48,55100.0205
4883376.92,652762.38,55099.9634
4883376.89,652762.28,55099.954
4883376.86,652762.17,55099.987
4883376.84,652762.07,55100.0262
4883376.81,652761.98,55100.0447
4883376.78,652761.87,55100.06
4883376.75,652761.77,55100.0095
4883376.73,652761.67,55099.8613
4883376.7,652761.55,55099.7982
4883376.68,652761.45,55099.8984
4883376.66,652761.35,55099.9605
4883376.64,652761.24,55099.9111
4883376.63,652761.13,55099.8851
4883376.62,652761.03,55099.8906
4883376.61,652760.93,55099.8578
4883376.6,652760.84,55099.8243
4883376.59,652760.73,55099.789
4883376.58,652760.64,55099.7303
4883376.57,652760.55,55099.7466
4883376.57,652760.45,55099.8398
4883376.56,652760.36,55099.8781
4883376.55,652760.27,55099.8791
4883376.55,652760.17,55099.9724
4883376.54,652760.08,55100.175
4883376.53,652759.98,55100.3954
4883376.52,652759.88,55100.5539
4883376.52,652759.78,55100.7127
4883376.5,652759.68,55101.1078
4883376.49,652759.58,55101.8194
4883376.48,652759.49,55102.554
4883376.46,652759.4,55103.0464
4883376.45,652759.3,55103.4004
4883376.44,652759.2,55103.7735
4883376.42,652759.11,55104.0486
4883376.41,652759.01,55104.1352
4883376.39,652758.92,55104.1684
4883376.37,652758.82,55104.1799
4883376.35,652758.72,55104.0586
4883376.32,652758.62,55103.7979
4883376.29,652758.52,55103.4305
4883376.25,652758.42,55102.8988
4883376.23,652758.32,55102.2398
4883376.19,652758.22,55101.6572
4883376.17,652758.11,55101.2504
4883376.14,652758,55100.9386
4883376.12,652757.9,55100.6298
4883376.09,652757.8,55100.3326
4883376.08,652757.69,55100.1478
4883376.06,652757.58,55100.1132
4883376.04,652757.48,55100.1322
4883376.03,652757.37,55100.1197
4883376,652757.27,55100.0888
4883375.99,652757.17,55100.0708
4883375.98,652757.07,55100.0401
4883375.95,652756.97,55099.9744
4883375.94,652756.87,55099.9635
4883375.91,652756.77,55100.0669
4883375.91,652756.67,55100.1973
4883375.9,652756.57,55100.302
4883375.88,652756.47,55100.3739
4883375.87,652756.37,55100.3761
4883375.86,652756.29,55100.3398
4883375.85,652756.2,55100.3256
4883375.83,652756.11,55100.3434
4883375.82,652756.02,55100.4006
4883375.79,652755.94,55100.4731
4883375.78,652755.86,55100.5023
4883375.77,652755.78,55100.4996
4883375.74,652755.7,55100.5134
4883375.73,652755.61,55100.5432
4883375.72,652755.52,55100.565
4883375.71,652755.43,55100.5744
4883375.69,652755.35,55100.5952
4883375.68,652755.25,55100.6497
4883375.67,652755.16,55100.7161
4883375.65,652755.07,55100.7319
4883375.64,652754.97,55100.697
4883375.63,652754.88,55100.716
4883375.6,652754.79,55100.7984
4883375.59,652754.69,55100.8086
4883375.56,652754.6,55100.7317
4883375.55,652754.5,55100.6716
4883375.54,652754.41,55100.6509
4883375.51,652754.32,55100.6548
4883375.5,652754.22,55100.707
4883375.49,652754.12,55100.8282
4883375.47,652754.02,55100.9594
4883375.47,652753.92,55101.0269
4883375.46,652753.83,55101.0578
4883375.44,652753.73,55101.0523
4883375.42,652753.63,55100.9642
4883375.41,652753.53,55100.8865
4883375.39,652753.42,55100.9123
4883375.37,652753.33,55100.9471
4883375.34,652753.22,55100.9295
4883375.32,652753.12,55100.919
4883375.29,652753.02,55100.9318
4883375.27,652752.92,55100.9852
4883375.26,652752.82,55101.0528
4883375.23,652752.71,55101.0121
4883375.21,652752.6,55100.9038
4883375.18,652752.5,55100.8819
4883375.17,652752.39,55100.8926
4883375.13,652752.28,55100.8083
4883375.11,652752.18,55100.6875
4883375.09,652752.07,55100.6229
4883375.07,652751.96,55100.5685
4883375.06,652751.86,55100.4828
4883375.04,652751.76,55100.4087
4883375.04,652751.66,55100.3561
4883375.03,652751.56,55100.2827
4883375.01,652751.47,55100.168
4883375,652751.37,55100.0296
4883374.98,652751.28,55099.8765
4883374.96,652751.18,55099.6828
4883374.93,652751.09,55099.4442
4883374.9,652750.98,55099.2426
4883374.87,652750.89,55099.1261
4883374.84,652750.79,55098.9923
4883374.81,652750.69,55098.8239
4883374.77,652750.58,55098.7277
4883374.75,652750.49,55098.6567
4883374.71,652750.39,55098.5728
4883374.69,652750.28,55098.6046
4883374.66,652750.19,55098.7702
4883374.64,652750.09,55098.9485
4883374.61,652749.99,55099.1168
4883374.59,652749.89,55099.3516
4883374.56,652749.79,55099.6705
4883374.55,652749.69,55100.0221
4883374.53,652749.59,55100.361
4883374.51,652749.49,55100.6232
4883374.49,652749.39,55100.701
4883374.47,652749.29,55100.5144
4883374.46,652749.17,55100.0921
4883374.45,652749.07,55099.5524
4883374.43,652748.96,55099.0063
4883374.42,652748.85,55098.4932
4883374.39,652748.75,55097.9712
4883374.37,652748.65,55097.4443
4883374.35,652748.54,55097.0404
4883374.32,652748.44,55096.8143
4883374.31,652748.34,55096.7212
4883374.28,652748.25,55096.7492
4883374.26,652748.15,55096.8646
4883374.23,652748.04,55097.0264
4883374.21,652747.95,55097.2279
4883374.18,652747.85,55097.4354
4883374.16,652747.76,55097.6169
4883374.15,652747.67,55097.7907
4883374.11,652747.57,55097.9916
4883374.09,652747.48,55098.2209
4883374.06,652747.38,55098.4313
4883374.04,652747.29,55098.6042
4883374.01,652747.19,55098.831
4883374,652747.09,55099.167
4883373.99,652747,55099.4871
4883373.96,652746.9,55099.6701
4883373.94,652746.81,55099.7337
4883373.93,652746.71,55099.7323
4883373.9,652746.62,55099.7353
4883373.89,652746.51,55099.8452
4883373.86,652746.42,55100.0779
4883373.85,652746.32,55100.3054
4883373.82,652746.23,55100.4279
4883373.8,652746.12,55100.4584
4883373.76,652746.03,55100.4367
4883373.74,652745.93,55100.4297
4883373.72,652745.83,55100.4841
4883373.68,652745.73,55100.5449
4883373.66,652745.63,55100.5721
4883373.62,652745.52,55100.6163
4883373.6,652745.43,55100.6783
4883373.56,652745.33,55100.6796
4883373.54,652745.23,55100.6395
4883373.51,652745.13,55100.6701
4883373.49,652745.02,55100.7326
4883373.46,652744.92,55100.6803
4883372.48,652745.08,55100.9873
4883372.5,652745.19,55101.0962
4883372.53,652745.31,55101.1149
4883372.54,652745.44,55101.1019
4883372.55,652745.56,55101.0975
4883372.58,652745.68,55101.062
4883372.59,652745.8,55101.048
4883372.61,652745.91,55101.1575
4883372.62,652746.03,55101.3473
4883372.65,652746.16,55101.4735
4883372.67,652746.27,55101.4998
4883372.68,652746.39,55101.5235
4883372.71,652746.5,55101.5876
4883372.73,652746.62,55101.6312
4883372.76,652746.73,55101.6805
4883372.78,652746.84,55101.841
4883372.81,652746.95,55102.0709
4883372.83,652747.06,55102.2827
4883372.85,652747.15,55102.4605
4883372.87,652747.26,55102.575
4883372.9,652747.36,55102.7089
4883372.91,652747.46,55102.9809
4883372.93,652747.57,55103.3608
4883372.96,652747.67,55103.8334
4883372.97,652747.77,55104.4081
4883373,652747.88,55105.0539
4883373.01,652747.98,55105.8187
4883373.03,652748.09,55106.7798
4883373.05,652748.19,55107.9403
4883373.07,652748.29,55109.2755
4883373.1,652748.39,55110.8114
4883373.11,652748.5,55112.5541
4883373.14,652748.6,55114.372
4883373.16,652748.71,55116.2519
4883373.17,652748.8,55118.3624
4883373.2,652748.91,55120.5794
4883373.21,652749.02,55122.6355
4883373.24,652749.11,55124.5307
4883373.26,652749.22,55126.2302
4883373.27,652749.32,55127.5984
4883373.3,652749.43,55128.5585
4883373.32,652749.53,55128.9024
4883373.35,652749.63,55128.4615
4883373.37,652749.74,55127.3708
4883373.4,652749.85,55125.8302
4883373.42,652749.95,55123.935
4883373.46,652750.05,55121.8035
4883373.48,652750.16,55119.6389
4883373.51,652750.26,55117.6025
4883373.53,652750.37,55115.7041
4883373.56,652750.47,55113.8878
4883373.58,652750.57,55112.1575
4883373.61,652750.68,55110.57
4883373.62,652750.78,55109.1341
4883373.63,652750.88,55107.7871
4883373.65,652751,55106.5408
4883373.66,652751.1,55105.5153
4883373.67,652751.2,55104.7641
4883373.69,652751.31,55104.2242
4883373.71,652751.42,55103.807
4883373.73,652751.52,55103.4911
4883373.75,652751.63,55103.2519
4883373.76,652751.75,55102.9184
4883373.79,652751.86,55102.4464
4883373.81,652751.96,55102.0919
4883373.84,652752.07,55101.9585
4883373.85,652752.18,55101.9129
4883373.88,652752.29,55101.9404
4883373.9,652752.4,55101.979
4883373.91,652752.5,55101.8485
4883373.93,652752.61,55101.6397
4883373.96,652752.72,55101.5288
4883373.98,652752.82,55101.4519
4883374,652752.93,55101.3939
4883374.04,652753.03,55101.4342
4883374.06,652753.12,55101.4845
4883374.09,652753.22,55101.443
4883374.11,652753.32,55101.3571
4883374.14,652753.42,55101.3164
4883374.15,652753.51,55101.3661
4883374.16,652753.61,55101.3838
4883374.18,652753.71,55101.2099
4883374.18,652753.81,55100.9776
4883374.18,652753.91,55100.9236
4883374.19,652754.01,55101.026
4883374.2,652754.11,55101.1283
4883374.21,652754.21,55101.1389
4883374.22,652754.31,55101.0513
4883374.25,652754.4,55100.957
4883374.26,652754.5,55100.9059
4883374.27,652754.59,55100.8419
4883374.29,652754.67,55100.7951
4883374.31,652754.77,55100.8212
4883374.32,652754.86,55100.826
4883374.35,652754.94,55100.7668
4883374.36,652755.04,55100.7388
4883374.38,652755.13,55100.7447
4883374.4,652755.22,55100.7409
4883374.4,652755.22,55100.783
4883374.42,652755.32,55100.8577
4883374.46,652755.5,55100.8261
4883374.49,652755.6,55100.6564
4883374.51,652755.69,55100.5029
4883374.53,652755.76,55100.5073
4883374.56,652755.86,55100.6216
4883374.59,652755.95,55100.6969
4883374.62,652756.04,55100.7046
4883374.64,652756.12,55100.7151
4883374.67,652756.21,55100.691
4883374.69,652756.31,55100.5685
4883374.72,652756.4,55100.476
4883374.74,652756.5,55100.5287
4883374.77,652756.59,55100.6191
4883374.79,652756.69,55100.7015
4883374.81,652756.78,55100.8395
4883374.83,652756.89,55100.9038
4883374.85,652756.98,55100.7927
4883374.87,652757.08,55100.7107
4883374.88,652757.17,55100.7762
4883374.89,652757.26,55100.8689
4883374.91,652757.36,55100.9963
4883374.92,652757.45,55101.231
4883374.93,652757.55,55101.476
4883374.96,652757.65,55101.6474
4883374.98,652757.73,55101.8101
4883375.01,652757.83,55102.0449
4883375.04,652757.92,55102.3487
4883375.07,652758.02,55102.6839
4883375.09,652758.11,55103.0757
4883375.11,652758.19,55103.5163
4883375.14,652758.28,55103.9436
4883375.15,652758.37,55104.4493
4883375.18,652758.46,55105.1217
4883375.19,652758.55,55105.8705
4883375.2,652758.66,55106.6534
4883375.23,652758.76,55107.462
4883375.23,652758.86,55108.165
4883375.25,652758.98,55108.653
4883375.27,652759.09,55108.9489
4883375.28,652759.2,55109.0591
4883375.3,652759.32,55108.9236
4883375.32,652759.44,55108.5937
4883375.33,652759.56,55108.1667
4883375.35,652759.69,55107.5914
4883375.35,652759.81,55106.8415
4883375.36,652759.93,55106.0247
4883375.38,652760.04,55105.2111
4883375.39,652760.16,55104.4277
4883375.41,652760.27,55103.718
4883375.42,652760.39,55103.0998
4883375.44,652760.49,55102.5775
4883375.46,652760.61,55102.1752
4883375.48,652760.72,55101.8641
4883375.5,652760.82,55101.5362
4883375.52,652760.92,55101.1673
4883375.53,652761.02,55100.8855
4883375.55,652761.12,55100.7583
4883375.57,652761.23,55100.6751
4883375.6,652761.32,55100.5284
4883375.62,652761.43,55100.3715
4883375.65,652761.53,55100.3113
4883375.67,652761.63,55100.3153
4883375.71,652761.75,55100.2863
4883375.73,652761.85,55100.2602
4883375.77,652761.95,55100.3008
4883375.79,652762.06,55100.3065
4883375.82,652762.18,55100.1726
4883375.84,652762.28,55100.0182
4883375.87,652762.38,55099.9892
4883375.89,652762.49,55100.0452
4883375.92,652762.59,55100.0944
4883375.94,652762.69,55100.0839
4883375.96,652762.78,55100.0071
4883375.99,652762.87,55099.9524
4883376.02,652762.96,55099.9865
4883376.05,652763.06,55100.0553
4883376.07,652763.15,55100.1084
4883376.09,652763.24,55100.1242
4883376.1,652763.33,55100.0568
4883376.12,652763.41,55099.9469
4883376.14,652763.5,55099.9222
4883376.16,652763.58,55099.981
4883376.17,652763.66,55099.9775
4883376.2,652763.74,55099.9107
4883376.21,652763.83,55099.9391
4883376.22,652763.91,55100.0205
4883376.25,652763.99,55099.991
4883376.27,652764.07,55099.9326
4883376.29,652764.16,55099.9084
4883376.31,652764.25,55099.8053
4883376.32,652764.33,55099.7497
4883376.34,652764.42,55099.8718
4883376.35,652764.5,55099.8865
4883376.36,652764.59,55099.6221
4883376.39,652764.67,55099.3855
4883376.4,652764.76,55099.434
4883376.41,652764.84,55099.6224
4883376.43,652764.93,55099.7006
4883376.44,652765.02,55099.632
4883376.46,652765.11,55099.5359
4883376.49,652765.2,55099.4686
4883376.5,652765.28,55099.3961
4883376.52,652765.37,55099.3109
4883376.54,652765.46,55099.232
4883376.55,652765.55,55099.1933
4883376.55,652765.64,55099.2315
4883376.57,652765.74,55099.2402
4883376.58,652765.83,55099.0986
4883376.6,652765.93,55098.9418
4883376.63,652766.03,55098.9329
4883376.64,652766.14,55099.0211
4883376.66,652766.25,55099.1231
4883376.66,652766.36,55099.1768
4883376.66,652766.47,55099.0771
4883376.66,652766.58,55098.845
4883376.67,652766.7,55098.6159
4883376.68,652766.81,55098.448
4883376.68,652766.92,55098.3791
4883376.69,652767.03,55098.4167
4883376.7,652767.14,55098.4884
4883376.71,652767.24,55098.5685
4883376.71,652767.34,55098.6514
4883376.73,652767.44,55098.7212
4883376.74,652767.54,55098.7734
4883376.75,652767.64,55098.7331
4883376.76,652767.73,55098.6256
4883376.77,652767.83,55098.6665
4883376.77,652767.92,55098.899
4883376.79,652768.02,55099.1414
4883376.8,652768.11,55099.367
4883376.82,652768.2,55099.6551
4883376.84,652768.3,55099.8866
4883376.86,652768.38,55099.9941
4883376.87,652768.48,55100.1875
4883376.9,652768.57,55100.5018
4883376.92,652768.65,55100.7266
4883376.94,652768.75,55100.8957
4883376.96,652768.84,55101.1327
4883376.98,652768.93,55101.351
4883377.01,652769.03,55101.4867
4883377.03,652769.12,55101.5598
4883377.06,652769.22,55101.5943
4883377.08,652769.31,55101.617
4883377.12,652769.4,55101.541
4883377.14,652769.51,55101.2966
4883377.18,652769.61,55101.0468
4883377.21,652769.72,55100.8751
4883377.24,652769.83,55100.6094
4883377.28,652769.95,55100.2139
4883377.31,652770.07,55099.8452
4883377.35,652770.2,55099.5548
4883377.38,652770.32,55099.3279
4883377.42,652770.44,55099.1562
4883377.45,652770.56,55098.9528
4883377.48,652770.68,55098.7156
4883377.51,652770.79,55098.5872
4883377.53,652770.91,55098.5485
4883377.56,652771.03,55098.4531
4883377.58,652771.14,55098.3296
4883377.61,652771.26,55098.214
4883377.63,652771.37,55098.0125
4883377.66,652771.48,55097.8471
4883377.67,652771.58,55097.9672
4883377.68,652771.69,55098.231
4883377.71,652771.79,55098.3183
4883377.71,652771.89,55098.2312
4883377.72,652771.98,55098.1325
4883377.74,652772.08,55098.0856
4883377.75,652772.17,55098.0694
4883377.76,652772.26,55098.0276
4883377.78,652772.35,55097.9624
4883377.79,652772.44,55097.9477
4883377.79,652772.53,55098.0284
4883377.8,652772.62,55098.15
4883377.83,652772.72,55098.2067
4883377.84,652772.81,55098.1714
4883377.84,652772.89,55098.0801
4883377.87,652772.97,55097.9757
4883377.87,652772.97,55097.9276
4883377.88,652773.06,55097.9564
4883377.88,652773.15,55097.9866
4883377.91,652773.23,55097.99
4883377.93,652773.4,55098.064
4883377.96,652773.48,55098.1962
4883377.97,652773.57,55098.1952
4883376.97,652773.75,55097.5781
4883376.94,652773.67,55097.6887
4883376.9,652773.58,55097.9693
4883376.88,652773.48,55098.16
4883376.84,652773.37,55098.1049
4883376.81,652773.28,55097.955
4883376.78,652773.17,55097.8502
4883376.75,652773.06,55097.7729
4883376.72,652772.96,55097.7129
4883376.7,652772.86,55097.7286
4883376.67,652772.75,55097.7946
4883376.65,652772.65,55097.7956
4883376.62,652772.55,55097.7398
